日期,代码,名称,价格
2026-05-20,688518,联赢激光,30.49
2026-05-20,688519,南亚新材,186.95
2026-05-20,688522,纳睿雷达,34.72
2026-05-20,688525,佰维存储,316.60
2026-05-20,688526,科前生物,14.47
2026-05-20,688528,秦川物联,12.72
2026-05-20,688531,日联科技,160.00
2026-05-20,688535,华海诚科,141.28
2026-05-20,688536,思瑞浦,314.30
2026-05-20,688538,和辉光电-U,2.32
2026-05-20,688539,高华科技,39.36
2026-05-20,688543,国科军工,60.40
2026-05-20,688545,兴福电子,86.50
2026-05-20,688549,中巨芯-U,17.92
2026-05-20,688550,瑞联新材,49.48
2026-05-20,688552,航天南湖,36.27
2026-05-20,688553,汇宇制药-W,20.96
2026-05-20,688555,退市泽达,NaN
2026-05-20,688557,兰剑智能,36.24
2026-05-20,688558,国盛智科,41.80
2026-05-20,688559,海目星,65.58
2026-05-20,688560,明冠新材,16.69
2026-05-20,688561,奇安信-U,30.56
2026-05-20,688562,航天软件,18.56
2026-05-20,688563,航材股份,59.37
2026-05-20,688565,力源科技,12.57
2026-05-20,688566,吉贝尔,26.53
2026-05-20,688567,孚能科技,14.11
2026-05-20,688569,铁科轨道,20.54
2026-05-20,688571,杭华股份,10.07
2026-05-20,688573,信宇人,24.59
2026-05-20,688576,西山科技,78.86
2026-05-20,688577,浙海德曼,90.55
2026-05-20,688578,艾力斯,93.94
2026-05-20,688582,芯动联科,54.10
2026-05-20,688584,上海合晶,32.16
2026-05-20,688585,上纬新材,174.05
2026-05-20,688589,力合微,24.76
2026-05-20,688591,泰凌微,40.12
2026-05-20,688593,新相微,42.60
2026-05-20,688595,芯海科技,38.00
2026-05-20,688596,正帆科技,50.21
2026-05-20,688598,金博股份,36.24
2026-05-20,688599,天合光能,17.14
2026-05-20,688600,皖仪科技,28.33
2026-05-20,688601,力芯微,65.06
2026-05-20,688602,康鹏科技,7.62
2026-05-20,688605,先锋精科,84.49
2026-05-20,688607,康众医疗,64.60
2026-05-20,688610,埃科光电,165.00
2026-05-20,688612,威迈斯,32.31
2026-05-20,688613,奥精医疗,19.38
2026-05-20,688616,西力科技,14.10
2026-05-20,688617,惠泰医疗,224.00
2026-05-20,688618,三旺通信,42.51
2026-05-20,688620,安凯微,14.17
2026-05-20,688621,阳光诺和,56.50
2026-05-20,688625,呈和科技,99.70
2026-05-20,688627,精智达,440.00
2026-05-20,688628,优利德,106.37
2026-05-20,688629,华丰科技,146.35
2026-05-20,688630,芯碁微装,291.39
2026-05-20,688635,长进光子,NaN
2026-05-20,688636,智明达,41.49
2026-05-20,688638,誉辰智能,43.25
2026-05-20,688646,ST逸飞,70.30
2026-05-20,688652,京仪装备,171.33
2026-05-20,688653,康希通信,16.36
2026-05-20,688655,迅捷兴,65.90
2026-05-20,688657,浩辰软件,36.61
2026-05-20,688659,元琛科技,11.82
2026-05-20,688660,电气风电,12.51
2026-05-20,688661,和林微纳,131.99
2026-05-20,688662,富信科技,93.40
2026-05-20,688663,新风光,101.10
2026-05-20,688665,四方光电,53.45
2026-05-20,688667,菱电电控,155.58
2026-05-20,688668,鼎通科技,283.88
2026-05-20,688669,聚石化学,35.83
2026-05-20,688670,金迪克,20.34
2026-05-20,688671,碧兴物联,26.49
2026-05-20,688676,金盘科技,102.20
2026-05-20,688678,福立旺,25.48
2026-05-20,688679,通源环境,69.77
2026-05-20,688680,海优新材,48.10
2026-05-20,688681,科汇股份,20.56
2026-05-20,688682,霍莱沃,51.00
2026-05-20,688683,莱尔科技,46.85
2026-05-20,688685,迈信林,55.99
2026-05-20,688689,银河微电,44.15
2026-05-20,688690,纳微科技,37.05
2026-05-20,688691,灿芯股份,128.46
2026-05-20,688692,达梦数据,267.62
2026-05-20,688693,锴威特,126.74
2026-05-20,688696,极米科技,82.90
2026-05-20,688698,伟创电气,81.59
2026-05-20,688699,明微电子,70.55
2026-05-20,688701,卓锦股份,10.67
2026-05-20,688702,盛科通信-U,312.95
2026-05-20,688707,振华新材,16.76
2026-05-20,688708,佳驰科技,53.39
2026-05-20,688709,成都华微,40.41
2026-05-20,688710,益诺思,64.31
2026-05-20,688711,宏微科技,35.74
2026-05-20,688712,北芯生命,49.08
2026-05-20,688717,艾罗能源,131.49
2026-05-20,688718,唯赛勃,17.84
2026-05-20,688719,爱科赛博,79.71
2026-05-20,688720,艾森股份,105.77
2026-05-20,688721,龙图光罩,51.62
2026-05-20,688727,恒坤新材,65.50
2026-05-20,688728,格科微,15.39
2026-05-20,688729,屹唐股份,27.87
2026-05-20,688733,壹石通,37.07
2026-05-20,688737,中自科技,32.00
2026-05-20,688739,成大生物,22.98
2026-05-20,688758,赛分科技,20.04
2026-05-20,688759,必贝特-U,36.08
2026-05-20,688765,禾元生物-U,56.08
2026-05-20,688766,普冉股份,425.00
2026-05-20,688768,容知日新,47.84
2026-05-20,688772,珠海冠宇,16.77
2026-05-20,688777,中控技术,87.97
2026-05-20,688778,厦钨新能,71.60
2026-05-20,688779,五矿新能,9.91
2026-05-20,688781,视涯科技-UW,51.65
2026-05-20,688785,恒运昌,490.50
2026-05-20,688786,悦安新材,34.33
2026-05-20,688789,宏华数科,59.20
2026-05-20,688790,昂瑞微-UW,161.20
2026-05-20,688795,摩尔线程-U,724.51
2026-05-20,688796,百奥赛图,103.46
2026-05-20,688798,艾为电子,75.35
2026-05-20,688800,瑞可达,140.43
2026-05-20,688802,沐曦股份-U,775.00
2026-05-20,688805,健信超导,57.38
2026-05-20,688807,优迅股份,472.60
2026-05-20,688808,联讯仪器,1575.00
2026-05-20,688809,强一股份,531.09
2026-05-20,688811,有研复材,34.36
2026-05-20,688813,泰金新能,141.22
2026-05-20,688816,易思维,74.44
2026-05-20,688819,天能股份,26.79
2026-05-20,688820,盛合晶微,189.24
2026-05-20,688981,中芯国际,133.81
2026-05-20,810011,优机定转,NaN
2026-05-20,810013,万通定转,NaN
2026-05-20,810014,莱特定转,NaN
2026-05-20,832317,观典防务,NaN
2026-05-20,833874,泰祥股份,NaN
2026-05-20,833994,翰博高新,NaN
2026-05-20,920010,凯添燃气,12.90
2026-05-20,920011,晨光电机,28.68
2026-05-20,920015,锦华新材,50.67
2026-05-20,920017,星昊医药,17.28
2026-05-20,920026,卓兆点胶,33.70
2026-05-20,920027,交大铁发,18.18
2026-05-20,920028,新恒泰,23.60
2026-05-20,920058,华洋赛车,NaN
2026-05-20,920068,天工股份,19.94
2026-05-20,920069,普昂医疗,40.90
2026-05-20,920080,奥美森,25.78
2026-05-20,920088,科力股份,43.96
2026-05-20,920096,嘉晨智能,102.35
2026-05-20,920116,星图测控,102.00
2026-05-20,920125,鸿仕达,144.01
2026-05-20,920139,华岭股份,19.86
2026-05-20,920152,昆工科技,17.99
2026-05-20,920156,海昌智能,69.53
2026-05-20,920159,农大科技,38.68
2026-05-20,920161,龙辰科技,NaN
2026-05-20,920167,同享科技,20.07
2026-05-20,920177,恒道科技,38.90
2026-05-20,920178,锐翔智能,310.01
2026-05-20,920179,凯德石英,69.50
2026-05-20,920181,赛英电子,123.18
2026-05-20,920183,海菲曼,43.01
2026-05-20,920185,贝特瑞,29.51
2026-05-20,920186,中科仪,118.96
2026-05-20,920191,瑞尔竞达,13.30
2026-05-20,920200,振宏股份,71.16
2026-05-20,920218,新天力,NaN
2026-05-20,920220,朗信电气,NaN
2026-05-20,920239,长虹能源,29.00
2026-05-20,920305,*ST云创,NaN
2026-05-20,920339,恒太照明,8.47
2026-05-20,920368,连城数控,42.26
2026-05-20,920374,云里物里,22.60
2026-05-20,920378,泰德股份,8.85
2026-05-20,920394,民士达,47.56
2026-05-20,920395,朗鸿科技,10.00
2026-05-20,920427,华维设计,12.99
2026-05-20,920438,戈碧迦,66.14
2026-05-20,920489,佳先股份,16.66
2026-05-20,920491,奥迪威,25.68
2026-05-20,920505,九菱科技,37.98
2026-05-20,920509,同惠电子,34.90
2026-05-20,920526,凯华材料,25.69
2026-05-20,920599,XD同力股,17.49
2026-05-20,920662,方盛股份,24.48
2026-05-20,920680,广道退,NaN
2026-05-20,920690,捷众科技,29.93
2026-05-20,920693,阿为特,32.85
2026-05-20,920699,海达尔,82.90
2026-05-20,920725,惠丰钻石,32.24
2026-05-20,920729,永顺生物,7.88
2026-05-20,920802,保丽洁,14.70
2026-05-20,920808,曙光数创,85.91
2026-05-20,920971,天马新材,32.06
2026-05-20,920976,视声智能,29.08
2026-05-20,920981,晶赛科技,40.42
2026-05-20,920982,锦波生物,162.35
